Origem - Cidade,Destino - Cidade,Distance (GCD),Latitude_Origin,Longitude_Origin,Latitude_Destination,Longitude_Destination
Ribeirão,Goiânia,1757.700315,-8.506676,-35.374734,-16.680882,-49.253269
Pereira,Belém,3113.238129,4.785461,-75.788322,-1.45056,-48.468245
Belém,Pereira,3113.238129,-1.45056,-48.468245,4.785461,-75.788322
Düsseldorf,Moscou,2081.776893,51.225402,6.776314,55.625578,37.606392
Beirute,Bruxelas,3140.467753,33.889226,35.502558,50.846737,4.352493
Rio de Janeiro,Caicó,1942.951517,-22.911014,-43.209373,-6.459454,-37.097191
Caicó,Rio de Janeiro,1942.951517,-6.459454,-37.097191,-22.911014,-43.209373
São Carlos,Araraquara,39.013336,-22.01804,-47.891154,-21.788671,-48.17731
Foz do Iguaçu,San Salvador,5750.96266,-25.530402,-54.583069,13.697629,-89.191156
Chapecó,Umuarama,376.808424,-27.092236,-52.616688,-23.762115,-53.311619
Rio de Janeiro,Newport News,7514.341376,-22.911014,-43.209373,36.977502,-76.42977
Paola,Rio de Janeiro,9258.79368,39.359893,16.039588,-22.911014,-43.209373
Rio de Janeiro,Paola,9258.79368,-22.911014,-43.209373,39.359893,16.039588
Juliaca,Lima,837.378622,-15.493231,-70.135618,-12.045981,-77.030591
Porto Seguro,Macapá,2255.811722,-16.443473,-39.064251,0.040153,-51.056959
Marseille,Munique,721.495333,43.296399,5.377789,48.137108,11.575382
Guarulhos,Newport News,7415.578374,-23.467594,-46.52777,36.977502,-76.42977
Açailândia,Belém,403.830049,-4.951503,-47.500732,-1.45056,-48.468245
Belém,Jijoca de Jericoacoara,905.28835,-1.45056,-48.468245,-2.898628,-40.450608
Roma,Baku,3107.779702,41.89332,12.482932,40.375588,49.832801
Juazeiro do Norte,Caldas Novas,1545.651239,-7.215345,-39.315334,-17.745,-48.625
Caldas Novas,Juazeiro do Norte,1545.651239,-17.745,-48.625,-7.215345,-39.315334
Newport News,Campo Grande,6784.639297,36.977502,-76.42977,-20.464017,-54.616295
Chongqing,Baku,5300.253238,30.05518,107.874871,40.375588,49.832801
Brasília,Chongqing,17073.822287,-10.333333,-53.2,30.05518,107.874871
Guarulhos,Graz,9994.485998,-23.467594,-46.52777,47.070868,15.438279
Graz,Guarulhos,9994.485998,47.070868,15.438279,-23.467594,-46.52777
Juazeiro,Petrolina,25.400959,-9.513751,-40.307898,-9.381733,-40.496888
Guarapuava,Köln,10229.906309,-25.395099,-51.462202,50.938361,6.959974
Rio de Janeiro,Guajará-Mirim,2707.483099,-22.911014,-43.209373,-10.780424,-65.332782
Guajará-Mirim,Rio de Janeiro,2707.483099,-10.780424,-65.332782,-22.911014,-43.209373
Juiz de Fora,Carangola,178.23386,-21.760953,-43.350113,-20.733638,-42.029941
Cubatão,Maceió,1947.282303,-23.884208,-46.421306,-9.647684,-35.733926
Maceió,Cubatão,1947.282303,-9.647684,-35.733926,-23.884208,-46.421306
Bahia Blanca,Rio de Janeiro,2519.764953,-38.717652,-62.265487,-22.911014,-43.209373
Rio de Janeiro,Bahia Blanca,2519.764953,-22.911014,-43.209373,-38.717652,-62.265487
Matinhos,Porto Alegre,538.188722,-25.81871,-48.534204,-30.0325,-51.230377
Porto Alegre,Matinhos,538.188722,-30.0325,-51.230377,-25.81871,-48.534204
Jedá,Baku,2795.077167,60.159401,24.774266,40.375588,49.832801
Santos,Toledo,8340.699553,-23.960945,-46.316632,39.855891,-4.024265
Toledo,Santos,8340.699553,39.855891,-4.024265,-23.960945,-46.316632
Sydney,Perth,3290.324008,-33.869844,151.208285,-31.955897,115.860578
Auckland,Santiago,11677.614358,-36.852095,174.76318,9.869479,-83.798075
Perth,Sydney,3290.324008,-31.955897,115.860578,-33.869844,151.208285
Sydney,Auckland,2155.959452,-33.869844,151.208285,-36.852095,174.76318
Santiago,Sydney,13830.173754,9.869479,-83.798075,-33.869844,151.208285
Belém,Mendoza,4242.540915,-1.45056,-48.468245,-34.597032,-68.73048
Mendoza,Belém,4242.540915,-34.597032,-68.73048,-1.45056,-48.468245
Niterói,Natal,2080.200587,-22.8884,-43.1147,-5.805398,-35.20809
Viena,Washington,7124.053948,48.208354,16.372504,38.895098,-77.036385
Washington,Coimbra,5729.292583,38.895098,-77.036385,40.211193,-8.429463
Londres,São José do Rio Preto,9358.775407,51.507446,-0.127765,-20.812585,-49.380421
São José do Rio Preto,Londres,9358.775407,-20.812585,-49.380421,51.507446,-0.127765
Londres,Riad,4948.041526,51.507446,-0.127765,24.638916,46.71601
Curitiba,Changsha,18254.543932,-25.429596,-49.271272,28.145077,113.238436
Changsha,Curitiba,18254.543932,28.145077,113.238436,-25.429596,-49.271272
São Paulo,Mar Del Plata,1911.857832,-23.550651,-46.633382,-37.997617,-57.548208
Brasília,Saint George's,2662.544087,-10.333333,-53.2,12.053533,-61.751805
Saint George's,Brasília,2662.544087,12.053533,-61.751805,-10.333333,-53.2
Riad,João Pessoa,9496.655935,24.638916,46.71601,-7.121598,-34.882028
João Pessoa,Riad,9496.655935,-7.121598,-34.882028,24.638916,46.71601
São José dos Pinhais,Passo Fundo,437.677464,-25.533816,-49.207216,-28.25506,-52.396661
Passo Fundo,São José dos Pinhais,437.677464,-28.25506,-52.396661,-25.533816,-49.207216
Porto Alegre,Amambaí,866.345982,-30.0325,-51.230377,-23.10827,-55.228485
Amambaí,Porto Alegre,866.345982,-23.10827,-55.228485,-30.0325,-51.230377
São Tomé,Londres,5726.02855,0.338924,6.731303,51.507446,-0.127765
São Paulo,Florença,9526.197528,-23.550651,-46.633382,43.769796,11.25564
Cubatão,Salvador,6234.718498,-23.884208,-46.421306,13.800038,-88.914068
Panama City - Florida,Istambul,9640.042144,30.158652,-85.660294,41.006381,28.975872
Baku,Dubai,1772.69737,40.375588,49.832801,25.074282,55.188539
Piura,Fortaleza,4636.074088,-5.0,-80.333333,-3.793217,-38.528036
Fortaleza,Piura,4636.074088,-3.793217,-38.528036,-5.0,-80.333333
Toronto,Mascate,11394.618526,43.653482,-79.383935,23.612363,58.593813
Mascate,Toronto,11394.618526,23.612363,58.593813,43.653482,-79.383935
Parauapebas,Salvador,4840.3685,-6.069685,-49.890328,13.800038,-88.914068
Salvador,Parauapebas,4840.3685,13.800038,-88.914068,-6.069685,-49.890328
East London,Rio de Janeiro,6946.479608,-33.01916,27.899857,-22.911014,-43.209373
Rio de Janeiro,East London,6946.479608,-22.911014,-43.209373,-33.01916,27.899857
Syracuse - Nova Iorque,Salvador,3474.156877,43.048122,-76.147424,13.800038,-88.914068
Salvador,Syracuse - Nova Iorque,3474.156877,13.800038,-88.914068,43.048122,-76.147424
Balsas,Sinop,9823.631396,-7.53214,-46.037163,41.647638,34.956014
Sorriso,Campos de Júlio,405.197171,-12.544489,-55.723397,-13.722365,-59.26453
Altamira,Sorriso,8123.040643,43.376844,-4.119748,-12.544489,-55.723397
Conquista D´Oeste,Campos de Júlio,95.595184,-14.538117,-59.544378,-13.722365,-59.26453
Campos de Júlio,Conquista D´Oeste,95.595184,-13.722365,-59.26453,-14.538117,-59.544378
Tirana,Rio de Janeiro,9646.481584,41.328148,19.818444,-22.911014,-43.209373
Xinguara,Vitória,14922.592779,-7.099851,-49.941663,-36.59861,144.678005
Baku,Belo Horizonte,11735.631689,40.375588,49.832801,-19.922732,-43.945095
Belo Horizonte,Baku,11735.631689,-19.922732,-43.945095,40.375588,49.832801
Dubrovnik,São José do Rio Preto,9863.156703,42.649103,18.09395,-20.812585,-49.380421
São José do Rio Preto,Dubrovnik,9863.156703,-20.812585,-49.380421,42.649103,18.09395
Londres,Oslo,1153.218687,51.507446,-0.127765,59.91333,10.73897
Lyon,Londres,735.525649,45.757814,4.832011,51.507446,-0.127765
Brasília,Marechal Cândido Rondon,1584.342701,-10.333333,-53.2,-24.558253,-54.058782
Marechal Cândido Rondon,Brasília,1584.342701,-24.558253,-54.058782,-10.333333,-53.2
Rio Largo,Brasília,1903.771002,-9.477829,-35.839435,-10.333333,-53.2
Brasília,Rio Largo,1903.771002,-10.333333,-53.2,-9.477829,-35.839435
Cidade do Panamá,Istambul,11426.812072,19.462325,-99.177242,41.006381,28.975872
Uberlândia,São Gabriel da Cachoeira,2928.673244,-18.918804,-48.276784,-0.124972,-67.081385
Paris,Washington,6163.329173,48.85889,2.320041,38.895098,-77.036385
São Paulo,Garden City - New York,7672.966646,-23.550651,-46.633382,40.726648,-73.634305
Garden City - New York,São Paulo,7672.966646,40.726648,-73.634305,-23.550651,-46.633382
Limassol,Recife,8553.199076,34.68529,33.033266,-8.058493,-34.884819
Recife,Limassol,8553.199076,-8.058493,-34.884819,34.68529,33.033266
Jijoca de Jericoacoara,Santarém,5700.507203,-2.898628,-40.450608,39.236364,-8.686708
Manaus,San Jose,7792.549046,-3.131633,-59.982504,37.336166,-121.890591
San Jose,Manaus,7792.549046,37.336166,-121.890591,-3.131633,-59.982504
Dubai,Baku,1772.69737,25.074282,55.188539,40.375588,49.832801
Baku,Lisboa,4963.620697,40.375588,49.832801,38.707751,-9.136592
Taipei,Fortaleza,16835.366345,25.03752,121.56368,-3.793217,-38.528036
Fortaleza,Taipei,16835.366345,-3.793217,-38.528036,25.03752,121.56368
Letícia,Tabatinga,3008.309649,-4.212921,-69.942596,-21.737377,-48.688052
Tabatinga,Letícia,3008.309649,-21.737377,-48.688052,-4.212921,-69.942596
Abuja,Madri,7966.090035,9.06433,7.489297,25.049132,81.377551
Salvador,Senhor do Bonfim,6013.229395,13.800038,-88.914068,-10.460251,-40.189151
Mossoró,Barreiras,1142.138707,-5.190433,-37.344387,-12.144003,-44.996741
Tuxtla Gutiérrez,Montevidéu,6941.956133,16.753801,-93.115959,-34.905892,-56.19131
Foz do Iguaçu,Tuxtla Gutiérrez,6284.556637,-25.530402,-54.583069,16.753801,-93.115959
Jacareacanga,Marabá,962.70531,-6.219652,-57.758625,-5.346282,-49.10074
Brasília,Antuérpia,8787.560048,-10.333333,-53.2,51.22111,4.399708
Antuérpia,Brasília,8787.560048,51.22111,4.399708,-10.333333,-53.2
São Paulo,Charlottesville - Virgínia,7611.698763,-23.550651,-46.633382,38.029306,-78.476678
Charlottesville - Virgínia,São Paulo,7611.698763,38.029306,-78.476678,-23.550651,-46.633382
Seul,Nairóbi,10109.002567,37.566679,126.978291,-1.302398,36.828851
Nairóbi,Pequim,9213.229851,-1.302398,36.828851,39.905714,116.391297
Pequim,Busan,1234.036615,39.905714,116.391297,35.179953,129.075236
Busan,Seul,325.061271,35.179953,129.075236,37.566679,126.978291
Roma,Busan,9290.151186,41.89332,12.482932,35.179953,129.075236
Busan,Roma,9290.151186,35.179953,129.075236,41.89332,12.482932
Manaus,Silves,6961.089178,-3.131633,-59.982504,37.263983,-8.348731
Silves,Manaus,6961.089178,37.263983,-8.348731,-3.131633,-59.982504
San José,Fortaleza,5270.881325,9.932771,-84.079614,-3.793217,-38.528036
Fortaleza,San José,5270.881325,-3.793217,-38.528036,9.932771,-84.079614
Alta Floresta,Teresina,1557.065732,-9.869855,-56.083499,-5.087461,-42.804957
Teresina,Alta Floresta,1557.065732,-5.087461,-42.804957,-9.869855,-56.083499
Guarulhos,College Park - Maryland,7630.851898,-23.467594,-46.52777,38.980666,-76.936919
College Park - Maryland,Guarulhos,7630.851898,38.980666,-76.936919,-23.467594,-46.52777
Juazeiro do Norte,Montevidéu,3529.460865,-7.215345,-39.315334,-34.905892,-56.19131
Montevidéu,Juazeiro do Norte,3529.460865,-34.905892,-56.19131,-7.215345,-39.315334
Foz do Iguaçu,Cúcuta,4208.249974,-25.530402,-54.583069,8.077619,-72.4689
Cúcuta,Foz do Iguaçu,4208.249974,8.077619,-72.4689,-25.530402,-54.583069
Fernando de Noronha,Campo Grande,3030.317389,-3.85375,-32.419802,-20.464017,-54.616295
Campo Grande,Fernando de Noronha,3030.317389,-20.464017,-54.616295,-3.85375,-32.419802
Copenhague,Salvador,9445.997003,55.686724,12.570072,13.800038,-88.914068
Salvador,Copenhague,9445.997003,13.800038,-88.914068,55.686724,12.570072
Recife,Santa Cruz do Capibaribe,146.005452,-8.058493,-34.884819,-7.948019,-36.206092
Brasília,Apucarana,1481.43424,-10.333333,-53.2,-23.552533,-51.461076
Manaus,Santo André,2701.511272,-3.131633,-59.982504,-23.653351,-46.527904
Santos,Uberlândia,596.204378,-23.960945,-46.316632,-18.918804,-48.276784
Uberlândia,Santos,596.204378,-18.918804,-48.276784,-23.960945,-46.316632
Imperatriz,Barra do Piraí,1924.42855,-5.526928,-47.478115,-22.47034,-43.826326
Barra do Piraí,Imperatriz,1924.42855,-22.47034,-43.826326,-5.526928,-47.478115
Londres,Estocolmo,1432.668501,51.507446,-0.127765,59.325117,18.071094
Beijing,Porto Alegre,18444.08423,39.905714,116.391297,-30.0325,-51.230377
Warendorf,Rio de Janeiro,9694.404737,51.953245,7.991234,-22.911014,-43.209373
Rio de Janeiro,Warendorf,9694.404737,-22.911014,-43.209373,51.953245,7.991234
Morgantown - Virginia Ocidental,Miami,1540.822725,39.629681,-79.955944,25.774157,-80.193597
Washington,Seattle,3736.823271,38.895098,-77.036385,47.603832,-122.330062
Pittsburgh,Morgantown - Virginia Ocidental,90.268161,40.440697,-80.002567,39.629681,-79.955944
Seattle,Pittsburgh,3431.531253,47.603832,-122.330062,40.440697,-80.002567
Domingos Martins,Vitória,13656.299733,-20.364648,-40.65858,-36.59861,144.678005
Cidade do México,Aguascalientes,433.770294,19.320772,-99.151468,21.880487,-102.29672
Aguascalientes,Natal,7920.793021,21.880487,-102.29672,-5.805398,-35.20809
Natal,Cidade do México,7531.530188,-5.805398,-35.20809,19.320772,-99.151468
Lima,Rio Branco,1030.996228,-12.045981,-77.030591,-9.976536,-67.822078
Santa Luzia do Paruá,Belém,322.96759,-2.544066,-45.775757,-1.45056,-48.468245
Grajaú,Santa Luzia do Paruá,365.944535,-5.815403,-46.136145,-2.544066,-45.775757
Rio Largo,Uberlândia,1701.268196,-9.477829,-35.839435,-18.918804,-48.276784
Uberlândia,Rio Largo,1701.268196,-18.918804,-48.276784,-9.477829,-35.839435
Santarém,Governador Valadares,7326.684586,39.236364,-8.686708,-18.857416,-41.943928
Resistencia,Curitiba,1016.064732,-27.604883,-59.1932,-25.429596,-49.271272
Curitiba,Resistencia,1016.064732,-25.429596,-49.271272,-27.604883,-59.1932
Hong Kong,Porto Alegre,18323.461092,22.281833,114.158283,-30.0325,-51.230377
Belo Horizonte,Chengdu,16599.094798,-19.922732,-43.945095,30.659867,104.063315
Chengdu,Belo Horizonte,16599.094798,30.659867,104.063315,-19.922732,-43.945095
São Gonçalo do Amarante,Belo Horizonte,1892.465597,-3.609976,-38.968718,-19.922732,-43.945095
Campos de Júlio,Goiânia,1123.262486,-13.722365,-59.26453,-16.680882,-49.253269
Sapezal,Campos de Júlio,52.342485,-13.547958,-58.814624,-13.722365,-59.26453
Tupã,Natal,2434.040733,-21.934913,-50.514126,-5.805398,-35.20809
Natal,Tupã,2434.040733,-5.805398,-35.20809,-21.934913,-50.514126
Amã,Porto Alegre,11475.588025,31.951569,35.923962,-30.0325,-51.230377
Porto Alegre,Amã,11475.588025,-30.0325,-51.230377,31.951569,35.923962
São José dos Campos,Cuiabá,1362.687978,-23.186778,-45.885454,-15.598669,-56.09913
Cuiabá,São José dos Campos,1362.687978,-15.598669,-56.09913,-23.186778,-45.885454
São Carlos,Salvador,5988.592842,-22.01804,-47.891154,13.800038,-88.914068
Salvador,São Carlos,5988.592842,13.800038,-88.914068,-22.01804,-47.891154
Charlottesville - Virgínia,Fortaleza,6206.979199,38.029306,-78.476678,-3.793217,-38.528036
Fortaleza,Charlottesville - Virgínia,6206.979199,-3.793217,-38.528036,38.029306,-78.476678
Brasília,Gravatá,1949.762806,-10.333333,-53.2,-8.199037,-35.562701
Gravatá,Brasília,1949.762806,-8.199037,-35.562701,-10.333333,-53.2
Boa Vista,Açailândia,1699.369423,2.820848,-60.671958,-4.951503,-47.500732
São Carlos,Fortaleza,2264.159779,-22.01804,-47.891154,-3.793217,-38.528036
Campos de Júlio,Alta Floresta,550.764811,-13.722365,-59.26453,-9.869855,-56.083499
Brasília,Rio Branco do Sul,1701.996183,-10.333333,-53.2,-25.188537,-49.311908
Rio Branco do Sul,Natal,2627.06858,-25.188537,-49.311908,-5.805398,-35.20809
Baku,Teresina,10596.845082,40.375588,49.832801,-5.087461,-42.804957
Teresina,Baku,10596.845082,-5.087461,-42.804957,40.375588,49.832801
Ekaterinburg,Dubai,3558.629693,56.838207,60.600789,25.074282,55.188539
Dubai,Ekaterinburg,3558.629693,25.074282,55.188539,56.838207,60.600789
Siem Reap,Genebra,9520.110189,13.361756,103.859032,46.201756,6.146601
Genebra,Siem Reap,9520.110189,46.201756,6.146601,13.361756,103.859032
Brasília,Ekaterinburg,12403.893839,-10.333333,-53.2,56.838207,60.600789
Ekaterinburg,Brasília,12403.893839,56.838207,60.600789,-10.333333,-53.2
Tampa,Rio de Janeiro,7050.159385,27.944985,-82.458311,-22.911014,-43.209373
Rio de Janeiro,Tampa,7050.159385,-22.911014,-43.209373,27.944985,-82.458311
Campinas,Lençóis,1297.036451,-22.905639,-47.059564,-12.561532,-41.389534
Lençóis,Campinas,1297.036451,-12.561532,-41.389534,-22.905639,-47.059564
Cologne,Munique,455.845125,50.938361,6.959974,48.137108,11.575382
Roma,Cologne,1090.475399,41.89332,12.482932,50.938361,6.959974
Marseille,Roma,601.95316,43.296399,5.377789,41.89332,12.482932
Bruxelas,Riad,4630.091003,50.846737,4.352493,24.638916,46.71601
Riad,Bruxelas,4630.091003,24.638916,46.71601,50.846737,4.352493
Campos de Júlio,Brasília,759.501663,-13.722365,-59.26453,-10.333333,-53.2
Londrina,Lisboa,8179.926524,-23.476127,-51.117901,38.707751,-9.136592
Matinhos,Brasília,1790.587836,-25.81871,-48.534204,-10.333333,-53.2
Brasília,Matinhos,1790.587836,-10.333333,-53.2,-25.81871,-48.534204
Cotonou,Recife,4437.255092,6.367695,2.425251,-8.058493,-34.884819
Recife,Cotonou,4437.255092,-8.058493,-34.884819,6.367695,2.425251
Amsterdam,Praia,4860.742643,52.37308,4.892453,14.916281,-23.50951
Riad,Belo Horizonte,10979.182771,24.638916,46.71601,-19.922732,-43.945095
Belo Horizonte,Riad,10979.182771,-19.922732,-43.945095,24.638916,46.71601
Recife,Mar Del Plata,4032.283536,-8.058493,-34.884819,-37.997617,-57.548208
Mar Del Plata,Recife,4032.283536,-37.997617,-57.548208,-8.058493,-34.884819
Frankfurt,Cuiabá,9645.088343,50.110644,8.682092,-15.598669,-56.09913
Kiruna,Estocolmo,954.14986,67.849611,20.30625,59.325117,18.071094
Cuiabá,Frankfurt,9645.088343,-15.598669,-56.09913,50.110644,8.682092
Estocolmo,Kiruna,954.14986,59.325117,18.071094,67.849611,20.30625
Maceió,Altamira,6707.451607,-9.647684,-35.733926,43.376844,-4.119748
Frankfurt,São Luís,7716.525417,50.110644,8.682092,-2.529526,-44.296394
São Luís,Frankfurt,7716.525417,-2.529526,-44.296394,50.110644,8.682092
Rajamahendravaram,Hyderabad,353.459593,17.005045,81.780473,17.360589,78.474061
Vadodara,Rajamahendravaram,1074.142256,22.297314,73.194257,17.005045,81.780473
Jaboticatubas,Brasília,1439.773355,-19.521667,-43.745277,-10.333333,-53.2
Brasília,Jaboticatubas,1439.773355,-10.333333,-53.2,-19.521667,-43.745277
Criciúma,Cuiabá,1610.181393,-28.678994,-49.369563,-15.598669,-56.09913
Cuiabá,Criciúma,1610.181393,-15.598669,-56.09913,-28.678994,-49.369563
Santa Cruz,Salvador,7605.941816,28.467178,-16.250784,13.800038,-88.914068
Roma,Colônia - Renânia do Norte,1090.475399,41.89332,12.482932,50.938361,6.959974
Colônia - Renânia do Norte,Munique,455.845125,50.938361,6.959974,48.137108,11.575382
Taubaté,Cochabamba,2236.928195,-23.031448,-45.561279,-17.401246,-66.167568
Kansas City - Missouri,Washington,1513.729265,39.100105,-94.578142,38.895098,-77.036385
Santa Luzia do Paruá,Altamira,6582.714413,-2.544066,-45.775757,43.376844,-4.119748
Belém,Santa Luzia do Paruá,322.96759,-1.45056,-48.468245,-2.544066,-45.775757
São Paulo,Yangon,16071.267356,-23.550651,-46.633382,16.796713,96.160992
Yangon,São Paulo,16071.267356,16.796713,96.160992,-23.550651,-46.633382
São José do Rio Preto,São José dos Pinhais,525.275152,-20.812585,-49.380421,-25.533816,-49.207216
São José dos Pinhais,São José do Rio Preto,525.275152,-25.533816,-49.207216,-20.812585,-49.380421
Abidjã,Dubai,6664.170746,5.320357,-4.016107,25.074282,55.188539
Lima,Marabá,3156.53235,-12.045981,-77.030591,-5.346282,-49.10074
Marabá,Buenos Aires,3391.32001,-5.346282,-49.10074,-34.609558,-58.38879
Criciúma,Belo Horizonte,1117.682562,-28.678994,-49.369563,-19.922732,-43.945095
Belo Horizonte,Criciúma,1117.682562,-19.922732,-43.945095,-28.678994,-49.369563
Birigui,Brasília,1256.074864,-21.290849,-50.34144,-10.333333,-53.2
Brasília,Birigui,1256.074864,-10.333333,-53.2,-21.290849,-50.34144
Fortaleza,Punta Arenas,6234.81089,-3.793217,-38.528036,-53.162569,-70.907822
Abu Dabi,Lisboa,6099.437469,24.453835,54.377401,38.707751,-9.136592
Abidjã,Abu Dabi,6572.679937,5.320357,-4.016107,24.453835,54.377401
Montevidéu,Lima,3297.877716,-34.905892,-56.19131,-12.045981,-77.030591
Paulo Afonso,Petrolina,250.091219,-9.399856,-38.217282,-9.381733,-40.496888
Rio de Janeiro,Jardim,1755.293088,-22.911014,-43.209373,-7.583897,-39.279713
Jardim,Rio de Janeiro,1755.293088,-7.583897,-39.279713,-22.911014,-43.209373
Doha,Beirute,1814.361313,25.310881,51.508181,33.889226,35.502558
Beirute,Doha,1814.361313,33.889226,35.502558,25.310881,51.508181
Doha,Xangai,6770.315554,25.310881,51.508181,31.231271,121.470015
Curitiba,Teerã,12533.718254,-25.429596,-49.271272,35.689252,51.3896
Londres,Baku,3969.932687,51.507446,-0.127765,40.375588,49.832801
Baku,Londres,3969.932687,40.375588,49.832801,51.507446,-0.127765
Pereira,Natal,4657.001491,4.785461,-75.788322,-5.805398,-35.20809
Natal,Pereira,4657.001491,-5.805398,-35.20809,4.785461,-75.788322
Adis-Ababa,João Pessoa,8353.91829,9.035812,38.752432,-7.121598,-34.882028
Jundiaí,Recife,2114.099171,-23.188767,-46.884506,-8.058493,-34.884819
Recife,Jundiaí,2114.099171,-8.058493,-34.884819,-23.188767,-46.884506
Formosa,Marabá,2458.63707,-24.595531,-60.428972,-5.346282,-49.10074
Marabá,Formosa,2458.63707,-5.346282,-49.10074,-24.595531,-60.428972
Sete Lagoas,Guarujá,544.406394,-19.466111,-44.246944,-23.992777,-46.255833
Foz do Iguaçu,Temuco,2235.306971,-25.530402,-54.583069,-38.735891,-72.590538
Temuco,Foz do Iguaçu,2235.306971,-38.735891,-72.590538,-25.530402,-54.583069
Riad,Fortaleza,9704.056998,24.638916,46.71601,-3.793217,-38.528036
Fortaleza,Riad,9704.056998,-3.793217,-38.528036,24.638916,46.71601
Cidade do Cabo,Vitória,10397.778928,-33.92883,18.41722,-36.59861,144.678005
Vitória,Cidade do Cabo,10397.778928,-36.59861,144.678005,-33.92883,18.41722
Paripueira,Brasília,1935.332226,-9.463133,-35.551977,-10.333333,-53.2
Brasília,Paripueira,1935.332226,-10.333333,-53.2,-9.463133,-35.551977
Abu Dabi,Belo Horizonte,11715.826916,24.453835,54.377401,-19.922732,-43.945095
Belo Horizonte,Abu Dabi,11715.826916,-19.922732,-43.945095,24.453835,54.377401
Curitiba,Ancara,11164.911381,-25.429596,-49.271272,39.920776,32.85405
Johannesburg,Genebra,8348.764397,-26.205,28.049722,46.201756,6.146601
Genebra,Johannesburg,8348.764397,46.201756,6.146601,-26.205,28.049722
Jardim,Brasília,1559.003772,-7.583897,-39.279713,-10.333333,-53.2
Brasília,Jardim,1559.003772,-10.333333,-53.2,-7.583897,-39.279713
Manaus,Araraquara,2435.110969,-3.131633,-59.982504,-21.788671,-48.17731
Araraquara,Manaus,2435.110969,-21.788671,-48.17731,-3.131633,-59.982504
Joinville,Altamira,910.161224,48.443325,5.137754,43.376844,-4.119748
Altamira,Santa Luzia do Paruá,6582.714413,43.376844,-4.119748,-2.544066,-45.775757
Santa Luzia do Paruá,São Luís,164.344374,-2.544066,-45.775757,-2.529526,-44.296394
Moscou,Riad,3524.839446,55.625578,37.606392,24.638916,46.71601
Riad,Moscou,3524.839446,24.638916,46.71601,55.625578,37.606392
Pirassununga,Lagoa Santa,451.320902,-21.998047,-47.428086,-19.635738,-43.896613
Lagoa Santa,Pirassununga,451.320902,-19.635738,-43.896613,-21.998047,-47.428086
Belém,Oriximiná - Porto Trombetas,879.349793,-1.45056,-48.468245,-1.466592,-56.378979
Guarulhos,Bamaco,5803.797793,-23.467594,-46.52777,12.649319,-8.000337
Denver,Colorado Springs - Colorado,101.594153,39.739236,-104.984862,38.833958,-104.825348
San Juan,Guarulhos,5113.591662,18.384239,-66.05344,-23.467594,-46.52777
Colorado Springs - Colorado,Atlanta,1911.802501,38.833958,-104.825348,33.754466,-84.389815
Atlanta,San Juan,2496.997086,33.754466,-84.389815,18.384239,-66.05344
Colorado Springs - Colorado,Rio de Janeiro,9388.750372,38.833958,-104.825348,-22.911014,-43.209373
Rio de Janeiro,Colorado Springs - Colorado,9388.750372,-22.911014,-43.209373,38.833958,-104.825348
Maceió,Punta Arenas,5769.11241,-9.647684,-35.733926,-53.162569,-70.907822
Punta Arenas,Maceió,5769.11241,-53.162569,-70.907822,-9.647684,-35.733926
Estocolmo,Paris,1544.48882,59.325117,18.071094,48.85889,2.320041
Nova Santa Rita,Rio de Janeiro,1113.799026,-29.857048,-51.275495,-22.911014,-43.209373
Rio de Janeiro,Nova Santa Rita,1113.799026,-22.911014,-43.209373,-29.857048,-51.275495
Puerto Iguazu,Resistencia,509.688867,-25.610751,-54.57642,-27.604883,-59.1932
Resistencia,Puerto Iguazu,509.688867,-27.604883,-59.1932,-25.610751,-54.57642
Knoxville,Brasília,6071.772826,35.960395,-83.921026,-10.333333,-53.2
São Luís,Knoxville,5932.250352,-2.529526,-44.296394,35.960395,-83.921026
Tessalônica,Brasília,9611.92176,40.640317,22.935272,-10.333333,-53.2
João Pessoa,Anápolis,1841.121039,-7.121598,-34.882028,-16.333283,-48.952576
Anápolis,João Pessoa,1841.121039,-16.333283,-48.952576,-7.121598,-34.882028
Brasília,Santa Rita,2032.988617,-10.333333,-53.2,-7.128465,-34.984619
Santa Rita,Brasília,2032.988617,-7.128465,-34.984619,-10.333333,-53.2
Goiânia,Rio Verde,215.791201,-16.680882,-49.253269,-17.792126,-50.919122
Montreal,Chicago,1197.947012,45.503182,-73.569806,41.875562,-87.624421
Chicago,Montreal,1197.947012,41.875562,-87.624421,45.503182,-73.569806
Amapá,Cuiabá,1940.367237,1.354544,-51.916198,-15.598669,-56.09913
Cuiabá,Amapá,1940.367237,-15.598669,-56.09913,1.354544,-51.916198
Curitiba,Springfield - Missouri,8347.933855,-25.429596,-49.271272,37.208173,-93.292272
Guarulhos,Port of Spain,4130.017447,-23.467594,-46.52777,10.657268,-61.518017
Port of Spain,Guarulhos,4130.017447,10.657268,-61.518017,-23.467594,-46.52777
Três Corações,Manaus,2606.285579,-21.695625,-45.254368,-3.131633,-59.982504
Manaus,Puerto Maldonado,1460.264461,-3.131633,-59.982504,-12.593863,-69.186677
Puerto Maldonado,Manaus,1460.264461,-12.593863,-69.186677,-3.131633,-59.982504
Frankfurt,Viena,597.542636,50.110644,8.682092,48.208354,16.372504
Hong Kong,Paris,9630.910534,22.281833,114.158283,48.85889,2.320041
Dubai,Hong Kong,5965.478223,25.074282,55.188539,22.281833,114.158283
